단어,빈도,비율(%)
생각하는지,2,0.03
조정,2,0.03
핀이,2,0.03
빠지고,2,0.03
파라과이,2,0.03
추적에서,2,0.03
위치,2,0.03
도시,2,0.03
양질의,2,0.03
머리가,2,0.03
목걸이가,2,0.03
골드로,2,0.03
입장은,2,0.03
평점은,2,0.03
0입니다,2,0.03
라니스터에는,2,0.03
전화했습니다,2,0.03
거부합니다,2,0.03
배송되었음을,2,0.03
재질은,2,0.03
상자만,2,0.03
15일에,2,0.03
품질입니다,2,0.03
드릴링,2,0.03
나라,2,0.03
라일락,2,0.03
소파에,2,0.03
쓰기엔,2,0.03
커튼에는,2,0.03
어제였어요,2,0.03
받았네요,2,0.03
복부,2,0.03
모델링,2,0.03
벨트가,2,0.03
알았기,2,0.03
pillow,2,0.03
예상하고,2,0.03
페이지의,2,0.03
클래스,2,0.03
컨트롤에,2,0.03
작동하지만,2,0.03
전화하지,2,0.03
배달하고,2,0.03
독창적인,2,0.03
해야할지,2,0.03
계좌에,2,0.03
나요,2,0.03
시트세트,2,0.03
추구할,2,0.03
있었으며,2,0.03
2건의,2,0.03
예쁜데,2,0.03
매장입니다,2,0.03
데이터가,2,0.03
응답,2,0.03
담배,2,0.03
취소했지만,2,0.03
왔다는,2,0.03
pac,2,0.03
무시되었습니다,2,0.03
생각엔,2,0.03
같아,2,0.03
있어서는,2,0.03
비닐,2,0.03
거치지,2,0.03
버블랩,2,0.03
고무를,2,0.03
왔으며,2,0.03
담요를,2,0.03
복제품을,2,0.03
구입을,2,0.03
3개도,2,0.03
중에서,2,0.03
색상에,2,0.03
갔을,2,0.03
쓸모없는,2,0.03
사이트는,2,0.03
itap,2,0.03
잉크를,2,0.03
않다고,2,0.03
turbo,2,0.03
진행되지,2,0.03
평가,2,0.03
잘못왔네요,2,0.03
정션박스를,2,0.03
성인용,2,0.03
파트너인,2,0.03
친구에게,2,0.03
느꼈습니다,2,0.03
속지,2,0.03
빠르게,2,0.03
시도하기,2,0.03
레알,2,0.03
퍼프,2,0.03
불완전했습니다,2,0.03
세우는,2,0.03
보증은,2,0.03
권과,2,0.03
헐크,2,0.03
처음이네요,2,0.03
asus,2,0.03
요구했지만,2,0.03
싶었던,2,0.03
장식용,2,0.03
카펫만,2,0.03
얼마전에,2,0.03
아니요,2,0.03
장난감을,2,0.03
5일까지,2,0.03
받았음에도,2,0.03
건물,2,0.03
깨닫고,2,0.03
권장되지,2,0.03
여기서,2,0.03
높이,2,0.03
너비,2,0.03
교환요청합니다,2,0.03
공급자가,2,0.03
빨간색과,2,0.03
줘야,2,0.03
주문한게,2,0.03
200g,2,0.03
연장,2,0.03
가리지,2,0.03
잘못되었는지,2,0.03
아내가,2,0.03
rca,2,0.03
붙은,2,0.03
901,2,0.03
원할,2,0.03
책이,2,0.03
색상이었습니다,2,0.03
스커트를,2,0.03
환불하는,2,0.03
배송에도,2,0.03
캡이,2,0.03
사유,2,0.03
제3자가,2,0.03
1l,2,0.03
레브론,2,0.03
이번에도,2,0.03
펀코팝,2,0.03
휴대폰의,2,0.03
채널에,2,0.03
명은,2,0.03
샌들,2,0.03
예측이,2,0.03
스트랩이,2,0.03
영수증과,2,0.03
되어있고,2,0.03
안좋은점은,2,0.03
뒷면이,2,0.03
zenfone,2,0.03
전화해,2,0.03
12암페어,2,0.03
형편없어서,2,0.03
별로였어요,2,0.03
접수가,2,0.03
버킷을,2,0.03
제거하는,2,0.03
눈에,2,0.03
20개,2,0.03
반응을,2,0.03
해결하길,2,0.03
xb,2,0.03
욕조,2,0.03
발송되었음에도,2,0.03
막대만,2,0.03
보았는데,2,0.03
배송추적에,2,0.03
아메리카나에서,2,0.03
받아들이지,2,0.03
반대로,2,0.03
한번에,2,0.03
긍정적으로,2,0.03
18이며,2,0.03
모니카,2,0.03
틴트를,2,0.03
전자레인지,2,0.03
소독기,2,0.03
조카가,2,0.03
때만,2,0.03
이류,2,0.03
걱정스럽습니다,2,0.03
8개,2,0.03
있었다,2,0.03
앞으로도,2,0.03
razer,2,0.03
책임감이,2,0.03
썼습니다,2,0.03
손톱,2,0.03
판매했는데,2,0.03
냅킨,2,0.03
와셔,2,0.03
bwg,2,0.03
c10a,2,0.03
bwl09,2,0.03
플레이트가,2,0.03
rapid,2,0.03
폭포를,2,0.03
다른걸,2,0.03
불가능해요,2,0.03
복잡한,2,0.03
나갔고,2,0.03
유모차만,2,0.03
방법도,2,0.03
배송지연으로,2,0.03
배송해주셨네요,2,0.03
2병에,2,0.03
로렌체티,2,0.03
7500w,2,0.03
칫솔,2,0.03
나비,2,0.03
일이에요,2,0.03
변압기가,2,0.03
배송왔는데,2,0.03
문제입니다,2,0.03
표지가,2,0.03
4개짜리,2,0.03
8장을,2,0.03
다리가,2,0.03
컨디셔너가,2,0.03
마모가,2,0.03
음성으로,2,0.03
계산기,2,0.03
올려놓을,2,0.03
hdd가,2,0.03
2006년,2,0.03
110을,2,0.03
휴대폰용,2,0.03
허위광고로,2,0.03
존중의,2,0.03
아니기,2,0.03
슬림,2,0.03
커버의,2,0.03
안했는데,2,0.03
침대용,1,0.01
보호대,1,0.01
당초,1,0.01
구매당시,1,0.01
21까지,1,0.01
욕조가,1,0.01
바로크,1,0.01
공연은,1,0.01
단품,1,0.01
4일째,1,0.01
수정되었으면,1,0.01
충전된,1,0.01
제공했지만,1,0.01
식기건조대를,1,0.01
다소,1,0.01
디테일과,1,0.01
간주된다는,1,0.01
못했다면,1,0.01
돌려줘야,1,0.01
꼽히는,1,0.01
flange,1,0.01
70,1,0.01
베개에,1,0.01
좁다,1,0.01
선보이던,1,0.01
market,1,0.01
place를,1,0.01
운영하는,1,0.01
중요하지,1,0.01
공급업체를,1,0.01
신청해야,1,0.01
만다라,1,0.01
무능함을,1,0.01
상품이었습니다,1,0.01
site에,1,0.01
신청을,1,0.01
등록할,1,0.01
항목에는,1,0.01
통신,1,0.01
알려줍니다,1,0.01
냄비가,1,0.01
많더라,1,0.01
잘못이라,1,0.01
생각되어,1,0.01
상황입니다,1,0.01
dhea를,1,0.01
재활용품만,1,0.01
밟아야,1,0.01
게시일,1,0.01
수저,1,0.01
nf와,1,0.01
선물용이었습니다,1,0.01
얽혀,1,0.01
하다고,1,0.01
소요되고,1,0.01
제외하고,1,0.01
이틀의,1,0.01
요구하지만,1,0.01
변경은,1,0.01
실용적이지,1,0.01
주얼리로서의,1,0.01
부응하지,1,0.01
체인에,1,0.01
6개월도,1,0.01
구조부분이,1,0.01
갈라지고,1,0.01
드리고,1,0.01
gopro,1,0.01
go,1,0.01
카메라용,1,0.01
p2,1,0.01
male,1,0.01
p10,1,0.01
female,1,0.01
스테레오,1,0.01
커넥터,1,0.01
어댑터가,1,0.01
배송함,1,0.01
세월,1,0.01
배려한,1,0.01
배려입니다,1,0.01
청구서의,1,0.01
언급하여,1,0.01
전화에,1,0.01
솔기에,1,0.01
1리터,1,0.01
무책임으로,1,0.01
조직력이,1,0.01
부족함을,1,0.01
작품이라고,1,0.01
명시하고,1,0.01
투명해야,1,0.01
싱글퀼트,1,0.01
페어링,1,0.01
왼쪽에,1,0.01
왼쪽에만,1,0.01
닿을,1,0.01
부팅에는,1,0.01
디지털은,1,0.01
누른,1,0.01
꺼지는,1,0.01
지침은,1,0.01
영어와,1,0.01
16이었습니다,1,0.01
카메라에,1,0.01
만들어졌고,1,0.01
버려야,1,0.01
그들과,1,0.01
일이라고,1,0.01
확실한,1,0.01
긴급연락을,1,0.01
하였기,1,0.01
연락드리고,1,0.01
항소하겠습니다,1,0.01
출력과도,1,0.01
전화기에서,1,0.01
a680인데,1,0.01
a168을,1,0.01
독창성에,1,0.01
의심이,1,0.01
카드에는,1,0.01
일정,1,0.01
nfiscal에는,1,0.01
계좌를,1,0.01
폐쇄해야,1,0.01
폐쇄할,1,0.01
b2w에서,1,0.01
키오스크에서,1,0.01
테디베어,1,0.01
색깔도,1,0.01
클릭했더니,1,0.01
여자를,1,0.01
임신했다는,1,0.01
어시스턴트에,1,0.01
그릴이,1,0.01
그릴에,1,0.01
목적으로만,1,0.01
상품설명은,1,0.01
검정색인데,1,0.01
소리입니다,1,0.01
않았거든요,1,0.01
보호되지,1,0.01
포장되었거나,1,0.01
xz로,1,0.01
나머지도,1,0.01
해결방안을,1,0.01
블랙캐비어,1,0.01
복구하려면,1,0.01
그때까지,1,0.01
2200수,1,0.01
퍼케일,1,0.01
파업은,1,0.01
운전사들의,1,0.01
몫이지,1,0.01
몫이,1,0.01
역량이,1,0.01
부담하거나,1,0.01
배송되면,1,0.01
실바니아,1,0.01
드리기,1,0.01
찾지도,1,0.01
비즈니스를,1,0.01
말아올린,1,0.01
판지였습니다,1,0.01
상처받고,1,0.01
유닛으로,1,0.01
오픈했는데,1,0.01
15일인데,1,0.01
통제권을,1,0.01
유죄야,1,0.01
서랍인,1,0.01
조립하는데,1,0.01
분해되어,1,0.01
코르크,1,0.01
따개는,1,0.01
와인은커녕,1,0.01
젖병도,1,0.01
사용에,1,0.01
배송예정으로,1,0.01
bh에서,1,0.01
출발해서,1,0.01
과탄산소금,1,0.01
5kg을,1,0.01
1kg짜리,1,0.01
3통만,1,0.01
경과한,1,0.01
놀랐네요,1,0.01
주목해야겠습니다,1,0.01
베스트,1,0.01
웨이,1,0.01
계속해서,1,0.01
다른제품,1,0.01
빛차단,1,0.01
초박형,1,0.01
윗부분의,1,0.01
와이어가,1,0.01
녹이는,1,0.01
온도가,1,0.01
합금은,1,0.01
녹지,1,0.01
타요,1,0.01
쪽지,1,0.01
책임자에게,1,0.01
저항서를,1,0.01
보내주겠다고,1,0.01
문제임에도,1,0.01
자체,1,0.01
배송업체를,1,0.01
제공해서는,1,0.01
아니라고,1,0.01
자신있게,1,0.01
맞춤,1,0.01
보온병만,1,0.01
접시는,1,0.01
합성피혁이에요,1,0.01
샴푸는,1,0.01
크림은,1,0.01
도달하지,1,0.01
승인했습니다,1,0.01
2일의,1,0.01
불만족스러운지,1,0.01
전압도,1,0.01
220제품을,1,0.01
127을,1,0.01
속았습니다,1,0.01
컴퓨터를,1,0.01
보호하지,1,0.01
천과,1,0.01
충격으로부터,1,0.01
보호할,1,0.01
기능입니다,1,0.01
관련없는,1,0.01
모조품을,1,0.01
배송받을,1,0.01
짝퉁이고,1,0.01
요청해서,1,0.01
1위,1,0.01
새들,1,0.01
모링가,1,0.01
알레이페라,1,0.01
9일부터,1,0.01
빼고는,1,0.01
세일할,1,0.01
위조품이기도,1,0.01
헤시피에,1,0.01
연락처로,1,0.01
번호로만,1,0.01
전화하니까,1,0.01
풀린,1,0.01
지시나,1,0.01
지시도,1,0.01
4피트가,1,0.01
조이게,1,0.01
정품코드가,1,0.01
밟아주세요,1,0.01
잘못이었어,1,0.01
파업이었나봐,1,0.01
만족스럽습니다,1,0.01
치수를,1,0.01
문의해서,1,0.01
교환요청했어요,1,0.01
손해는,1,0.01
감수하겠습니다,1,0.01
단순하게,1,0.01
재봉된,1,0.01
발견했는데,1,0.01
쿠션의,1,0.01
선이,1,0.01
잘라야,1,0.01
모퉁이에서,1,0.01
발견된,1,0.01
송풍기를,1,0.01
식수대를,1,0.01
1tb,1,0.01
ssd,1,0.01
지불합니다,1,0.01
4003,1,0.01
1000에도,1,0.01
21인,1,0.01
20부터,1,0.01
생각에,1,0.01
속상하다는,1,0.01
말씀을,1,0.01
켜지거나,1,0.01
로딩하는데,1,0.01
가능한가요,1,0.01
분실한,1,0.01
탓할,1,0.01
chaves의,1,0.01
수업,1,0.01
차트를,1,0.01
빠진채로,1,0.01
당황스러울,1,0.01
사겠습니다,1,0.01
n17,1,0.01
n1,1,0.01
9일이며,1,0.01
구매하시면,1,0.01
mercadolibre에서,1,0.01
실망스러운,1,0.01
제공업체에서는,1,0.01
헬멧의,1,0.01
크기조차,1,0.01
61을,1,0.01
58이,1,0.01
의욕을,1,0.01
매료되었습니다,1,0.01
구매해왔는데,1,0.01
귀사보다,1,0.01
러그인데,1,0.01
러그와,1,0.01
무결성을,1,0.01
보장하지,1,0.01
투박한,1,0.01
목재로,1,0.01
나뭇결이,1,0.01
지지대에서,1,0.01
분리되었으며,1,0.01
샌딩이나,1,0.01
광택,1,0.01
스트레이너는,1,0.01
림보다,1,0.01
림과,1,0.01
18까지,1,0.01
배터리로,1,0.01
작동하거나,1,0.01
전기식이며,1,0.01
라디오도,1,0.01
가족이,1,0.01
쓰레기인,1,0.01
고집한다고,1,0.01
마리오,1,0.01
지속적으로,1,0.01
켜야,1,0.01
분노합니다,1,0.01
광고의,1,0.01
1달동안,1,0.01
회전핀을,1,0.01
기다려왔습니다,1,0.01
프로콘이,1,0.01
되겠지,1,0.01
시스템입니다만,1,0.01
보내진,1,0.01
맥주,1,0.01
등록하고,1,0.01
k10,1,0.01
휴대폰용으로,1,0.01
확인되었음에도,1,0.01
작아,1,0.01
이상해,1,0.01
설치하지,1,0.01
양념걸이만,1,0.01
안받았는데,1,0.01
라니스터로,1,0.01
구매할때마다,1,0.01
고민이,1,0.01
belkin,1,0.01
연결했을,1,0.01
못했어,1,0.01
유효한,1,0.01
매장이지만,1,0.01
zero,1,0.01
등급입니다,1,0.01
꺼낼,1,0.01
생각도,1,0.01
심했습니다,1,0.01
다음에는,1,0.01
달라지기를,1,0.01
높네요,1,0.01
delivered로,1,0.01
125a,1,0.01
cb540ab,1,0.01
요청하려고,1,0.01
머리를,1,0.01
아프게,1,0.01
비싸지,1,0.01
기술자에게,1,0.01
shop,1,0.01
time을,1,0.01
압력솥만,1,0.01
익숙하며,1,0.01
글레이징,1,0.01
코팅,1,0.01
개발자,1,0.01
협의,1,0.01
가치조차,1,0.01
비싸다는,1,0.01
알루미늄에,1,0.01
burr,1,0.01
도장이,1,0.01
마감되지,1,0.01
cnpj,1,0.01
검색했지만,1,0.01
젖어도,1,0.01
규격에,1,0.01
조립하는,1,0.01
기대이상의,1,0.01
폴로,1,0.01
셔츠를,1,0.01
초록색으로,1,0.01
푸로두토스,1,0.01
메인,1,0.01
lannister와의,1,0.01
접촉은,1,0.01
복잡합니다,1,0.01
끝납니다,1,0.01
혼돈,1,0.01
헤드가,1,0.01
막혔습니다,1,0.01
주문했는데도,1,0.01
받으시게,1,0.01
됨을,1,0.01
담당자에게,1,0.01
겸손히,1,0.01
실패했는데,1,0.01
피자팬만,1,0.01
오는지,1,0.01
프린트,1,0.01
19일이나,1,0.01
카니발,1,0.01
연휴,1,0.01
복제의,1,0.01
분명한,1,0.01
비어있는데,1,0.01
혹시,1,0.01
아르날도일까요,1,0.01
copra가,1,0.01
잘못되었으며,1,0.01
계정,1,0.01
전달에,1,0.01
링크를,1,0.01
링크는,1,0.01
20일이나,1,0.01
지불하더라도,1,0.01
컬렉션,1,0.01
찌꺼기처럼,1,0.01
공개요청이,1,0.01
4월에,1,0.01
워터,1,0.01
쿨러를,1,0.01
배송하라고,1,0.01
5월인데,1,0.01
타르가르옌에서,1,0.01
보내도,1,0.01
검정색이,1,0.01
회색인,1,0.01
차량으로,1,0.01
일반제품을,1,0.01
지원되지,1,0.01
9560av에,1,0.01
모드에서,1,0.01
기계,1,0.01
수리,1,0.01
150레알이,1,0.01
어제부터,1,0.01
중력,1,0.01
플로트,1,0.01
액션,1,0.01
스파크,1,0.01
119,1,0.01
90달러,1,0.01
iso,1,0.01
x를,1,0.01
hard를,1,0.01
2년,1,0.01
지속력과,1,0.01
묽은,1,0.01
처음이므로,1,0.01
도착하려고,1,0.01
파트너들이다,1,0.01
납품하지,1,0.01
의식,1,0.01
11일까지,1,0.01
모기,1,0.01
침입을,1,0.01
방지하기,1,0.01
총사를,1,0.01
베일은,1,0.01
썩어,1,0.01
권리가,1,0.01
토로하기,1,0.01
예상한,1,0.01
자동차에,1,0.01
작동하지도,1,0.01
original,1,0.01
high,1,0.01
cf,1,0.01
360x,1,0.01
508x,1,0.01
toner를,1,0.01
low,1,0.01
cf360a,1,0.01
508a,1,0.01
테스트하러,1,0.01
싶으면,1,0.01
받아봐야겠죠,1,0.01
걸리는지에,1,0.01
노트북용이고,1,0.01
마우스용입니다,1,0.01
93,1,0.01
미완성으로,1,0.01
영수증에,1,0.01
서명했음에도,1,0.01
280,1,0.01
백설공주가,1,0.01
모형을,1,0.01
공주,1,0.01
들어왔네요,1,0.01
필코,1,0.01
체중계에,1,0.01
변동했습니다,1,0.01
업체를,1,0.01
끝이군요,1,0.01
중개자입니다,1,0.01
무질서합니다,1,0.01
1일밖에,1,0.01
맞췄습니다,1,0.01
썩었어요,1,0.01
어느날,1,0.01
입었는데,1,0.01
썩어서,1,0.01
사야했어요,1,0.01
원통형으로,1,0.01
만들어져야,1,0.01
광고에도,1,0.01
것인가요,1,0.01
연고,1,0.01
별로라서,1,0.01
원했어요,1,0.01
hp로,1,0.01
no,1,0.01
aqui는,1,0.01
워크톡을,1,0.01
전자보모를,1,0.01
3m,1,0.01
4k,1,0.01
01만,1,0.01
전원으로,1,0.01
결제하셨고,1,0.01
제출할,1,0.01
여행가방에,1,0.01
가득합니다,1,0.01
빨랐어요,1,0.01
가방도,1,0.01
예쁘지만,1,0.01
못봤는지,1,0.01
눈에는,1,0.01
새롭지,1,0.01
새상품이고,1,0.01
중고품도,1,0.01
파는지,1,0.01
몰랐기,1,0.01
투명하고,1,0.01
봉제상태가,1,0.01
측정치에,1,0.01
10일까지,1,0.01
명세서가,1,0.01
설명서는,1,0.01
영어로,1,0.01
만족스럽게,1,0.01
다룰,1,0.01
반송하겠습니다,1,0.01
레나타,1,0.01
02개를,1,0.01
정도였는데,1,0.01
뭉개져서,1,0.01
받았어,1,0.01
15일이에요,1,0.01
tv스탠드를,1,0.01
tv조절봉이,1,0.01
맹세했습니다,1,0.01
발행까지,1,0.01
시작까지,1,0.01
6일로,1,0.01
돌아갔습니다,1,0.01
뒤쪽에,1,0.01
취약할,1,0.01
피케,1,0.01
다마스크,1,0.01
옴부즈맨에게,1,0.01
보관했습니다,1,0.01
굉장히,1,0.01
폭이,1,0.01
좁습니다,1,0.01
motog5,1,0.01
스플러스,1,0.01
플래티넘을,1,0.01
사용했다는,1,0.01
특징이,1,0.01
재포장된,1,0.01
motog5를,1,0.01
도포된,1,0.01
인형의,1,0.01
45레알을,1,0.01
키는,1,0.01
눌러야,1,0.01
수령하지,1,0.01
일합니다,1,0.01
누군가와,1,0.01
대화하고,1,0.01
종료되지,1,0.01
순간부터,1,0.01
일과,1,0.01
복제품이므로,1,0.01
무례입니다,1,0.01
sac와,1,0.01
메시지만,1,0.01
안전하다고,1,0.01
실수였을,1,0.01
진짜인지는,1,0.01
모르겠다는,1,0.01
품목은,1,0.01
제공되므로,1,0.01
구입해도,1,0.01
갖추기,1,0.01
코드나,1,0.01
업데이트한,1,0.01
10v,1,0.01
카세트가,1,0.01
15분도,1,0.01
돼서,1,0.01
playstation,1,0.01
컨트롤과,1,0.01
샤워,1,0.01
암은,1,0.01
암이,1,0.01
30cm인,1,0.01
20x20,1,0.01
샤워기만,1,0.01
슬프고,1,0.01
전달했고,1,0.01
카고,1,0.01
minas,1,0.01
import를,1,0.01
배송마감입니다,1,0.01
움직임을,1,0.01
추적하는,1,0.01
새틴,1,0.01
4세트를,1,0.01
펄과,1,0.01
세트입니다,1,0.01
책상의자를,1,0.01
분개합니다,1,0.01
들어있으니까,1,0.01
전압은,1,0.01
127v였고,1,0.01
일어났을,1,0.01
ssa,1,0.01
조사하는,1,0.01
낭비했고,1,0.01
배송추적,1,0.01
내역을,1,0.01
수령되었습니다,1,0.01
usebarba,1,0.01
카시오인줄,1,0.01
시계였고,1,0.01
디스플레이에도,1,0.01
통해서는,1,0.01
배송기한도,1,0.01
구매자한테,1,0.01
전화해야하고,1,0.01
탄력적이네요,1,0.01
안받으면,1,0.01
프로코한테,1,0.01
전화할게요,1,0.01
역겹고,1,0.01
수치스러운,1,0.01
발송된다는,1,0.01
발송해,1,0.01
커피메이커가,1,0.01
많아졌고,1,0.01
접수한,1,0.01
분실되었을,1,0.01
27일이었습니다,1,0.01
문제없었는데,1,0.01
엄마가,1,0.01
좋아해서,1,0.01
4ghz였으며,1,0.01
2015,1,0.01
드라이버,1,0.01
2세대,1,0.01
프로세서,1,0.01
windows,1,0.01
지원하지,1,0.01
드라이버를,1,0.01
6살,1,0.01
29까지,1,0.01
31일인데,1,0.01
구매한게,1,0.01
소송으로,1,0.01
가야겠네요,1,0.01
질은,1,0.01
인쇄물은,1,0.01
어린이에게,1,0.01
적합하지도,1,0.01
정당화되지,1,0.01
지불했으므로,1,0.01
고급스럽거나,1,0.01
패딩,1,0.01
처리된,1,0.01
청구되었는데,1,0.01
올라온,1,0.01
손목에,1,0.01
착용했는데,1,0.01
착용했습니다,1,0.01
4용입니다,1,0.01
적외선,1,0.01
센서는,1,0.01
작동했고,1,0.01
안전을,1,0.01
백팩이,1,0.01
부적합,1,0.01
실제와,1,0.01
같아야,1,0.01
싸인한,1,0.01
불평하네요,1,0.01
4부분으로,1,0.01
맞물리면,1,0.01
느슨해지며,1,0.01
걸면,1,0.01
고리와,1,0.01
고리,1,0.01
익숙하지만,1,0.01
충분할까요,1,0.01
타월이라고,1,0.01
설명되지만,1,0.01
테리는,1,0.01
로고가,1,0.01
해봤는데,1,0.01
요소가,1,0.01
제로잉,1,0.01
보지,1,0.01
확인하자마자,1,0.01
설명하고,1,0.01
교환하자고,1,0.01
말하더군요,1,0.01
배송예정일이,1,0.01
25인데,1,0.01
만족스럽네요,1,0.01
아닌가요,1,0.01
쓰레기통에서,1,0.01
수스플랫,1,0.01
회개의,1,0.01
녹색과,1,0.01
사진상으로,1,0.01
나왔다면,1,0.01
분리되었다고,1,0.01
유청입니다,1,0.01
주말에,1,0.01
생일파티를,1,0.01
꼬맹이,1,0.01
파티를,1,0.01
준비해야,1,0.01
딸아이의,1,0.01
15번째,1,0.01
생일파티에,1,0.01
당황,1,0.01
즉흥,1,0.01
남겨진,1,0.01
트래킹코드도,1,0.01
트래킹코드가,1,0.01
차분하게,1,0.01
얼굴에,1,0.01
유효성도,1,0.01
보증금으로,1,0.01
청구됩니다,1,0.01
그림에서,1,0.01
흰색이었고,1,0.01
무광택으로,1,0.01
내부도,1,0.01
빨간색이었습니다,1,0.01
쓸모도,1,0.01
복제품인,1,0.01
공들로,1,0.01
채워져,1,0.01
passo,1,0.01
fundo에,1,0.01
형식으로,1,0.01
추첨을,1,0.01
하기로,1,0.01
결정했고,1,0.01
호의를,1,0.01
기대하는,1,0.01
색상이라고,1,0.01
파운데이션과,1,0.01
파우더를,1,0.01
주문했고,1,0.01
파우더만,1,0.01
베이스는,1,0.01
미스,1,0.01
가브리엘라,1,0.01
나이트,1,0.01
결론이,1,0.01
온도,1,0.01
조절기,1,0.01
살펴봐야,1,0.01
답답했어요,1,0.01
개체를,1,0.01
대체했으면,1,0.01
메쉬,1,0.01
단계에,1,0.01
고민하지,1,0.01
괜찮았으면,1,0.01
lipo,1,0.01
ultra,1,0.01
concentrado,1,0.01
national,1,0.01
version,1,0.01
캡을,1,0.01
배송속도와,1,0.01
리뷰메일이,1,0.01
위조품이었습니다,1,0.01
설명하겠습니다,1,0.01
차도,1,0.01
보낼지,1,0.01
알아볼,1,0.01
차례입니다,1,0.01
창세기,1,0.01
와요,1,0.01
피아노는,1,0.01
피아노를,1,0.01
바꾸려고,1,0.01
stark나,1,0.01
설명입니다,1,0.01
타인의,1,0.01
변해야,1,0.01
대형견이라,1,0.01
90x100,1,0.01
애견변기매트인데,1,0.01
50x60,1,0.01
잘못되었음을,1,0.01
분명하게,1,0.01
내려야,1,0.01
할까,1,0.01
부정직한가,1,0.01
대를,1,0.01
녹색으로,1,0.01
저항은,1,0.01
110과,1,0.01
220이어야,1,0.01
110,1,0.01
이유였습니다,1,0.01
박스도,1,0.01
답변드릴,1,0.01
캔버스인지,1,0.01
지정하지,1,0.01
17일을,1,0.01
줬어,1,0.01
원하는게,1,0.01
rc609,1,0.01
novacom,1,0.01
s006,1,0.01
msm,1,0.01
도착했으니,1,0.01
correio,1,0.01
preto로,1,0.01
전송된,1,0.01
망치고,1,0.01
타이어만,1,0.01
허벅지를,1,0.01
말이되지,1,0.01
종료한,1,0.01
전이라도,1,0.01
했는지는,1,0.01
선물했습니다,1,0.01
발생해도,1,0.01
세부사항,1,0.01
nad,1,0.01
솔루션,1,0.01
값보다,1,0.01
철회,1,0.01
딸에게,1,0.01
알려줄지,1,0.01
몰라,1,0.01
말았습니다,1,0.01
퀼트를,1,0.01
퀼트가,1,0.01
구성품은,1,0.01
장갑과,1,0.01
2개뿐이었습니다,1,0.01
전술조끼도,1,0.01
동봉되는,1,0.01
배송됐는지,1,0.01
포크와,1,0.01
나이프는,1,0.01
변형된,1,0.01
던져졌고,1,0.01
기구의,1,0.01
낮았으며,1,0.01
포크,1,0.01
열등하네요,1,0.01
mairibel이라는,1,0.01
